iter	Logloss
120	0.3049696131
121	0.3036451598
122	0.3025988658
123	0.3019984349
124	0.3006305054
125	0.299581509
126	0.2986848007
127	0.2976620597
128	0.2962624061
129	0.2955464463
130	0.2947364593
131	0.2924459244
132	0.2913705444
133	0.2902828752
134	0.2888869048
135	0.2877216233
136	0.2870481687
137	0.2863982632
138	0.2854718564
139	0.2847053738
140	0.2837441983
141	0.2828136327
142	0.2821433419
143	0.2809292996
144	0.2794551925
145	0.2780224417
146	0.2769726826
147	0.2758158349
148	0.2746438723
149	0.2739811154
150	0.2731015132
151	0.2717623606
152	0.2710532832
153	0.2703285371
154	0.2696521178
155	0.2683904791
156	0.2679965562
157	0.2663938683
158	0.2660723531
159	0.2652433031
160	0.2642046949
161	0.2635594102
162	0.2628477856
163	0.2616683327
164	0.2603116157
165	0.2595324936
166	0.2585479616
167	0.2571378713
168	0.2562077378
169	0.2549598078
170	0.2542979318
171	0.2535552702
172	0.2526884585
173	0.2517178011
174	0.2513669168
175	0.2504671065
176	0.2497965136
177	0.2492990753
178	0.2482828306
179	0.2476435929
180	0.2469771338
181	0.2454912626
182	0.2447043926
183	0.2441835105
184	0.2434824427
185	0.2428816713
186	0.2422460509
187	0.2414963799
188	0.240833338
189	0.2401506315
190	0.2392553854
191	0.2383407871
192	0.2377818561
193	0.2370426082
194	0.2365181012
195	0.2355400753
196	0.2348570158
197	0.234119974
198	0.2333793387
199	0.232858773
200	0.2322655904
201	0.2311877212
202	0.2306704562
203	0.2301148518
204	0.2296135084
205	0.2292641721
206	0.2287310581
207	0.2275356395
208	0.226993793
209	0.2262312307
210	0.2254682045
211	0.2248121706
212	0.2243407144
213	0.2237285003
214	0.223055888
215	0.2224737225
216	0.222154688
217	0.2214865975
218	0.2209873152
219	0.2203677119
220	0.2196496038
221	0.2187893254
222	0.2183274643
223	0.2179597399
224	0.2170000762
225	0.2162188534
226	0.2149054687
227	0.2145182894
228	0.2141594956
229	0.2136975191
230	0.2132941045
231	0.2125161403
232	0.2118747256
233	0.211346188
234	0.2107406809
235	0.2103372017
236	0.2097907025
237	0.2092199637
238	0.20880456
239	0.20811855
240	0.2076528683
241	0.2072328136
242	0.2065368945
243	0.2060601808
244	0.2056961635
245	0.2051298057
246	0.2045197314
247	0.204157938
248	0.203646211
249	0.2029870547
250	0.2025130591
251	0.2019703149
252	0.2016630366
253	0.2009738177
254	0.2002673144
255	0.1999070417
256	0.1994864483
257	0.1990637149
258	0.1987457622
259	0.1983008845
260	0.1978443034
261	0.197536461
262	0.1970187258
263	0.1966961516
264	0.196379369
265	0.195621246
266	0.1949052603
267	0.1946308841
268	0.1941986601
269	0.1937871503
270	0.193427906
271	0.1931212107
272	0.1924897118
273	0.192229746
274	0.1919113229
275	0.1916766265
276	0.1915186493
277	0.1911120525
278	0.1908341372
279	0.1900069285
280	0.189488223
281	0.18919513
282	0.1888827618
283	0.188402108
284	0.1881283617
285	0.1878587503
286	0.1874304874
287	0.1870797536
288	0.1866124169
289	0.1862182191
290	0.185570288
291	0.1853948511
292	0.1850621931
293	0.1846699701
294	0.1839009836
295	0.1835456037
296	0.1830617462
297	0.1827417174
298	0.1823325481
299	0.1820486589
300	0.1817779585
301	0.1812807062
302	0.1809180064
303	0.1804119558
304	0.1800907457
305	0.1795729045
306	0.179335656
307	0.1790939701
308	0.1786697647
309	0.1782736766
310	0.1778227328
311	0.1773134895
312	0.1770294695
313	0.1767664321
314	0.1764349883
315	0.1761627127
316	0.1758668821
317	0.1755640037
318	0.1751132019
319	0.1746661309
320	0.1740652656
321	0.173449297
322	0.1726022891
323	0.1723452059
324	0.1719181251
325	0.1715030979
326	0.1710846734
327	0.1705989069
328	0.1700828843
329	0.1697602647
330	0.1693240125
331	0.1689152924
332	0.1685948028
333	0.1682915546
334	0.1680065465
335	0.1678351065
336	0.1675614762
337	0.1671835241
338	0.1667996966
339	0.1664180138
340	0.1661050554
341	0.165759963
342	0.165478789
343	0.1651776778
344	0.16459958
345	0.1643460882
346	0.1641393983
347	0.1638148265
348	0.1636081312
349	0.1632678536
350	0.1630238408
351	0.1627069858
352	0.1624759158
353	0.1622125033
354	0.161814231
355	0.1615684182
356	0.1613623715
357	0.16106087
358	0.160826217
359	0.1606432171
360	0.1604901313
361	0.1602524502
362	0.1598866152
363	0.1595113457
364	0.1590194771
365	0.1586221035
366	0.1582435103
367	0.1578136877
368	0.1575441041
369	0.1569548306
370	0.1567064697
371	0.1564840646
372	0.1563024666
373	0.155996034
374	0.1557034226
375	0.1555020392
376	0.1551432777
377	0.1549367895
378	0.1545206631
379	0.1542693491
380	0.1537423984
381	0.153406263
382	0.1531308346
383	0.1528627232
384	0.1525372599
385	0.1523740265
386	0.1521511747
387	0.1518853903
388	0.1515720794
389	0.1512388636
390	0.1510468209
391	0.1508616854
392	0.1506409827
393	0.1504505647
394	0.1502552878
395	0.1499363438
396	0.1495799138
397	0.1492349526
398	0.1489525983
399	0.1486768358
400	0.1484420789
401	0.1482903187
402	0.1481105462
403	0.1479582426
404	0.1476172575
405	0.1474133478
406	0.1472143878
407	0.1469479417
408	0.1466895359
409	0.1461630242
410	0.1458125955
411	0.1454007426
412	0.1452103499
413	0.1448589093
414	0.1445440024
415	0.1443531187
416	0.1440880698
417	0.1438804268
418	0.1433760283
419	0.1432056619
420	0.1429167231
421	0.1426357548
422	0.1423451869
423	0.1422039912
424	0.142035216
425	0.1416681223
426	0.1414981843
427	0.1412346193
428	0.1410054511
429	0.140837072
430	0.1405306212
431	0.1400640381
432	0.139773524
433	0.13955018
434	0.139102987
435	0.1387529671
436	0.1386081414
437	0.1383916584
438	0.1382846891
439	0.1379058297
440	0.1375487237
441	0.1371565654
442	0.136912834
443	0.1367122137
444	0.1365089116
445	0.1362064048
446	0.1360531801
447	0.1359092562
448	0.1357757598
449	0.1354896986
450	0.1353481723
451	0.1350937224
452	0.1348288382
453	0.1346003409
454	0.1343957937
455	0.1341905134
456	0.1340786519
457	0.133724063
458	0.1334803338
459	0.1333146456
460	0.1330507983
461	0.1328995317
462	0.1327479701
463	0.1326244043
464	0.1323850038
465	0.1321914805
466	0.1318822815
467	0.131662721
468	0.1314797879
469	0.131189372
470	0.1310436369
471	0.1308814923
472	0.1306574082
473	0.1303592995
474	0.1301303486
475	0.1298530184
476	0.1295318258
477	0.1293223673
478	0.1291396761
479	0.1289308116
480	0.1286946822
481	0.1285880768
482	0.1283989555
483	0.1282789097
484	0.1279179999
485	0.1277067671
486	0.1276126683
487	0.1274982786
488	0.1273710319
489	0.1272593065
490	0.126977146
491	0.126603252
492	0.1265014905
493	0.1262373424
494	0.1261220166
495	0.1259192385
496	0.1258172042
497	0.1256824544
498	0.125556777
499	0.125401082
500	0.1253189013
501	0.1251756855
502	0.1250427956
503	0.1247960274
504	0.1246684188
505	0.1245605355
506	0.124447751
507	0.1243458425
508	0.1241944404
509	0.1240155519
510	0.1239073376
511	0.1237731536
512	0.1235393035
513	0.1233561906
514	0.1231749377
515	0.1229867735
516	0.122740843
517	0.1226761264
518	0.1225810889
519	0.1223681494
520	0.1221936713
521	0.1220888814
522	0.1219317631
523	0.1217311243
524	0.121512931
525	0.1213626793
526	0.1212005177
527	0.121073393
528	0.1209484987
529	0.1208361918
530	0.1207366976
531	0.1203913848
532	0.1202788109
533	0.1202008462
534	0.1200706728
535	0.1197764192
536	0.1196032284
537	0.1194708279
538	0.1193777929
539	0.1192664815
540	0.1191303587
541	0.1189492803
542	0.1187399901
543	0.118531039
544	0.118332679
545	0.1181722064
546	0.1180159289
547	0.1179762734
548	0.1177971207
549	0.1176879829
550	0.1175298445
551	0.1173890959
552	0.1172660236
553	0.1170649331
554	0.116909377
555	0.1167621946
556	0.1165539023
557	0.1164414264
558	0.1161643689
559	0.1159676178
560	0.1158587129
561	0.1156342659
562	0.1154594611
563	0.1153287896
564	0.1152031484
565	0.1150638792
566	0.114977018
567	0.1148356045
568	0.1146008234
569	0.11455867
570	0.1143541669
571	0.1140640118
572	0.1139709227
573	0.1137958903
574	0.1137154444
575	0.1135749968
576	0.1134871084
577	0.1132568951
578	0.1130619708
579	0.1129251316
580	0.1128217722
581	0.1127519605
582	0.1126359902
583	0.1125205264
584	0.1124420625
585	0.1123145173
586	0.1121611877
587	0.1120123023
588	0.1119296842
589	0.1118551073
590	0.1117400052
591	0.1116442869
592	0.1114162794
593	0.1112776502
594	0.1112212408
595	0.1110740072
596	0.1109963785
597	0.1108736093
598	0.1107272153
599	0.1106462789
600	0.1104816675
601	0.1103636766
602	0.1102658667
603	0.1101125466
604	0.1099050658
605	0.1098568623
606	0.1097209692
607	0.1095756386
608	0.1095152171
609	0.1093762078
610	0.109246517
611	0.1092026437
612	0.1089950569
613	0.1088714249
614	0.1087937445
615	0.1085787561
616	0.10847428
617	0.1083788775
618	0.1082524971
619	0.1081234786
620	0.1080324181
621	0.1079273403
622	0.1078401497
623	0.107791212
624	0.1077132155
625	0.1076579276
626	0.1075227304
627	0.1072589832
628	0.1071591648
629	0.1070559972
630	0.1069851071
631	0.1069061913
632	0.1068138389
633	0.1067048978
634	0.1066195322
635	0.1064396908
636	0.106366794
637	0.1062515676
638	0.1061752773
639	0.1060673925
640	0.1058348514
641	0.1057197542
642	0.1054999537
643	0.1053858006
644	0.105228482
645	0.105106445
646	0.1050355736
647	0.1049605009
648	0.1049039471
649	0.1047524564
650	0.1045972727
651	0.1045220968
652	0.104378466
653	0.1043056185
654	0.1042559161
655	0.104109582
656	0.1039432902
657	0.1038716993
658	0.1038015218
659	0.1037305169
660	0.1035271389
661	0.1034561755
662	0.1033317761
663	0.1032534828
664	0.1030654395
665	0.1029409048
666	0.1028502191
667	0.102744833
668	0.1026717569
669	0.1026299122
670	0.1025087264
671	0.1023026052
672	0.102225342
673	0.1021008004
674	0.1020116168
675	0.1018680931
676	0.1015993788
677	0.1013647726
678	0.1012468658
679	0.1010559073
680	0.1009358642
681	0.1008185174
682	0.1007247505
683	0.100676724
684	0.1005944465
685	0.1005288142
686	0.1003444915
687	0.1003002728
688	0.100234104
689	0.100174099
690	0.1001019558
691	0.09999567901
692	0.09981477631
693	0.09974780653
694	0.09964536374
695	0.0995669565
696	0.09949452367
697	0.09943892421
698	0.0993854455
699	0.099235489
700	0.09909252123
701	0.09891410368
702	0.09884934874
703	0.09867157416
704	0.0985049789
705	0.09833988066
706	0.09821141315
707	0.09808938836
708	0.09801237113
709	0.09791991995
710	0.09776470338
711	0.0976441625
712	0.09755612473
713	0.09744707811
714	0.09738884976
715	0.0973101851
716	0.09722459639
717	0.09716043312
718	0.09706267836
719	0.09701327726
720	0.0969658091
721	0.09686447861
722	0.09680452
723	0.09669440506
724	0.09660486823
725	0.09651170416
726	0.09638824794
727	0.09630523116
728	0.09626945447
729	0.09610102204
730	0.09596879964
731	0.09587867627
732	0.09580092901
733	0.09567906379
734	0.09557966673
735	0.09545203522
736	0.09539689465
737	0.09526683884
738	0.0952303876
739	0.09511807643
740	0.09506415482
741	0.09499058418
742	0.09489270242
743	0.0948120395
744	0.0947205867
745	0.09461414365
746	0.09452896991
747	0.0944901491
748	0.09442820438
749	0.09426490453
750	0.09417106635
751	0.09411830927
752	0.09403897663
753	0.09397106586
754	0.09391257058
755	0.09384731011
756	0.09366474042
757	0.09351763479
758	0.09345331373
759	0.09330434826
760	0.09319752295
761	0.09309194355
762	0.09300278629
763	0.09293413996
764	0.09285013832
765	0.09279698163
766	0.09273379501
767	0.09258725066
768	0.09248816002
769	0.0923576188
770	0.09227778583
771	0.09213316071
772	0.09206422527
773	0.09200349585
774	0.09194623944
775	0.09190936642
776	0.09185505692
777	0.09177921793
778	0.09172945257
779	0.09166042818
780	0.0916065396
781	0.09144362686
782	0.09135904083
783	0.09130168572
784	0.09119819358
785	0.09115173938
786	0.09103618117
787	0.09096317941
788	0.0908306365
789	0.09076056319
790	0.09063945856
791	0.09059325528
792	0.09048479508
793	0.09035947742
794	0.09023879701
795	0.09017274842
796	0.09008846099
797	0.09005175832
798	0.08996213034
799	0.08986294239
800	0.08982326878
801	0.08979085728
802	0.0897470741
803	0.0896426666
804	0.08957196487
805	0.08949421098
806	0.08945093481
807	0.08938246234
808	0.08931980348
809	0.08925018751
810	0.08914020411
811	0.08909167518
812	0.08904383833
813	0.08898511059
814	0.08892356917
815	0.08887665594
816	0.08872690101
817	0.08864956581
818	0.08856671663
819	0.08849200913
820	0.08841866007
821	0.08837019926
822	0.08825683397
823	0.08821136473
824	0.08816845192
825	0.08807977255
826	0.08802617545
827	0.08797777289
828	0.08791662928
829	0.08784397504
830	0.08774643925
831	0.0877105391
832	0.08767625466
833	0.0875633854
834	0.08746058592
835	0.08735152562
836	0.08730714018
837	0.08723310762
838	0.08718763964
839	0.08713119299
840	0.08704234664
841	0.08698734852
842	0.08695178751
843	0.08687352606
844	0.08681768165
845	0.08675200259
846	0.08667168932
847	0.08662808708
848	0.08653795369
849	0.08647615829
850	0.0864395126
851	0.08640854192
852	0.08632405802
853	0.08620988445
854	0.08616298456
855	0.08613766163
856	0.0860742051
857	0.08602569481
858	0.08596308878
859	0.08592723841
860	0.08586672461
861	0.08575541548
862	0.08570009275
863	0.08562845815
864	0.08559305043
865	0.08556049257
866	0.08544654578
867	0.08542857354
868	0.08532335516
869	0.08524847606
870	0.085221194
871	0.08514160498
872	0.08503201378
873	0.08496757431
874	0.08491371729
875	0.08485909504
876	0.08480759512
877	0.08464789485
878	0.08459442247
879	0.08453667429
880	0.08446162882
881	0.08437630719
882	0.08429828461
883	0.08417839159
884	0.08404245827
885	0.08396696089
886	0.08390686553
887	0.08384845016
888	0.08378707796
889	0.08373801846
890	0.08364465109
891	0.0835764168
892	0.0835303063
893	0.08341716324
894	0.08336262016
895	0.0833176751
896	0.08328085615
897	0.08318434705
898	0.08310679837
899	0.08304197143
900	0.08297657016
901	0.08289031935
902	0.0828568477
903	0.0827973471
904	0.08275705295
905	0.08266859092
906	0.082598975
907	0.0825127855
908	0.08246818947
909	0.08237096626
910	0.0822768393
911	0.08223462551
912	0.08218414656
913	0.08210376298
914	0.0820562336
915	0.08200921525
916	0.08196698902
917	0.08187803014
918	0.08180162307
919	0.08173964033
920	0.08166402841
921	0.08159848361
922	0.08154826041
923	0.08149249255
924	0.0814508212
925	0.08141078764
926	0.08133078048
927	0.08129096145
928	0.08124915436
929	0.08117730745
930	0.08107721528
931	0.08101348921
932	0.08096018981
933	0.08090900824
934	0.08082189277
935	0.08075819429
936	0.08071328402
937	0.0806646892
938	0.08059394972
939	0.08048577843
940	0.08043338049
941	0.08037835252
942	0.08034583325
943	0.08023973487
944	0.08019968863
945	0.08008923593
946	0.08000846522
947	0.07993939755
948	0.07990017797
949	0.07982104651
950	0.07979153615
951	0.07974262734
952	0.07970218586
953	0.07960713871
954	0.07955497169
955	0.07952670633
956	0.07947982358
957	0.07943502799
958	0.07934903093
959	0.07930967215
960	0.07928192385
961	0.07921010873
962	0.07916833838
963	0.07912784412
964	0.07905927297
965	0.07901750348
966	0.07897252305
967	0.07893052545
968	0.07887179831
969	0.07884397991
970	0.07882498195
971	0.07878085646
972	0.07871897202
973	0.07868617617
974	0.07857570637
975	0.07851426725
976	0.07842820846
977	0.07834133407
978	0.07829495397
979	0.07824075943
980	0.0782035596
981	0.0781461736
982	0.07810730164
983	0.07805865674
984	0.07794201178
985	0.07789133167
986	0.07782586826
987	0.07776193257
988	0.07768088015
989	0.07763489073
990	0.07759450372
991	0.07754773281
992	0.07749383313
993	0.07744338393
994	0.07738441745
995	0.07734853739
996	0.077282748
997	0.07724230045
998	0.07721408748
999	0.07713796763
